movie_title,sadness,joy,love,anger,fear,surprise
200_Meters_reviews,0.14213445875793695,0.37346817025293905,0.017253196487824123,0.3812419353052974,0.07894301414489746,0.006959243328310549
24_Hours_to_Live_reviews,0.14465186624355347,0.7041720457408311,0.14037468262748526,0.007210183306597173,0.0016097296985598014,0.0019814767957931118
365_Days_reviews,0.11010351215148918,0.45005535427480936,0.050956341122330814,0.2401239147472482,0.12416865281948748,0.024592237560472522
365_Days__This_Day_reviews,0.14125191621672087,0.37885411349944426,0.06368183300946839,0.30513248042660523,0.10243341734113293,0.008646240981761366
7500_reviews,0.06671231125393405,0.7492869394581493,0.0071079314504636495,0.10002621609104298,0.06288342720902775,0.013983187900299615
7_Guardians_of_the_Tomb_reviews,0.03451138501986861,0.6944396644830704,0.016589754377491772,0.14717424946138635,0.09846806354471482,0.008816894434858114
About_Dry_Grasses_reviews,0.1178622588845125,0.5905836881642851,0.013675432737606267,0.19568868489198696,0.04233420362773662,0.03985573050255577
About_Elly_reviews,0.09027546395858128,0.7203749120235443,0.013348803079376617,0.12130299396812916,0.05029355874285102,0.004404270943875114
Abraham_s_Valley_reviews,0.2591603355508091,0.5653574843632264,0.008747515341922365,0.08804855028089757,0.07179985562214386,0.006886248598608223
Acts_of_Vengeance_reviews,0.924585223197937,0.050737980753183365,0.004335603676736355,0.01596578024327755,0.0030952980741858482,0.0012801890261471272
Adrift_reviews,0.07777128139610535,0.6404695322005344,0.03216913261317781,0.13675279705119983,0.08049989017225535,0.03233735373609566
After_the_Dark_reviews,0.15338708220170466,0.5202569325057859,0.026848725702924032,0.22793984469629963,0.06492992404512027,0.006637479320892857
Against_the_Ice_reviews,0.0462485023541376,0.6555420599877835,0.0092838094686158,0.13184369052760303,0.06409738789079711,0.09298454623785801
Agnee_reviews,0.005280262383166701,0.9527967472871145,0.007544693711679429,0.01938911956191684,0.008890800153797803,0.006098347230969618
Air_Force_The_Movie__Danger_Close_reviews,0.1240766677656211,0.7881232649087906,0.008274468302261084,0.06559346767608076,0.010973216752366474,0.002958918019430712
Alice_reviews,0.22031698686727655,0.48840987582557965,0.00943763555759298,0.2042980897489802,0.07300048749935481,0.004536899898084812
All_Quiet_on_the_Western_Front_reviews,0.11186994539624637,0.6350481698313599,0.03547111814794794,0.1525986720091963,0.05940152895195281,0.005610572888740692
Amaran_reviews,0.23814815113534374,0.627210467607559,0.08135759714059532,0.039231979773224644,0.007295343340956606,0.006756443399353884
American_Ultra_reviews,0.14389943577091047,0.6286046944265051,0.03740383240991556,0.14503343796367635,0.037940744513078876,0.007117857721269778
Amour_reviews,0.013897440687287599,0.9761769473552704,0.002081535290926695,0.0029927946743555367,0.0031008717487566173,0.0017503623093944043
Anacondas__Trail_of_Blood_reviews,0.4969923536700662,0.4984971679514274,0.0011294987343717366,0.0010792074026539922,0.001729416340822354,0.0005723527283407748
And_Then_We_Danced_reviews,0.08008338929212186,0.7071822322439403,0.06364639526000246,0.11364975856267848,0.029398798321199137,0.006039421682362445
Animal_reviews,0.07739058790528881,0.502192560101061,0.025471210355005627,0.33792111477980924,0.04953119173712496,0.007493326286618997
Antichrist_reviews,0.028436037711799145,0.453267359174788,0.021132398629561067,0.28919326327741146,0.20010858905152418,0.007862381404265761
An_American_Haunting_reviews,0.3301206276131173,0.6435573535272852,0.009503303250918785,0.008121866228369376,0.0019743709708563983,0.006722539488691837
Apocalypse_Z__The_Beginning_of_the_End_reviews,0.11126512163485001,0.5675555579696915,0.004191372344004256,0.29640922650495277,0.01616210997703352,0.004416595936553287
Attack_on_Titan__THE_LAST_ATTACK_reviews,0.06625697081908584,0.7341062508523464,0.0059294348116964105,0.15684881440829485,0.03263183421222493,0.004226721124723554
Attraction_reviews,0.2030283577973023,0.7547130111604929,0.006939052697271108,0.02618168843910098,0.0049017701297998425,0.00423615772742778
Automata_reviews,0.2754160249605775,0.12407321482896805,0.013430422521196306,0.35699987411499023,0.20257140323519707,0.027509022504091263
Away_reviews,0.004983091988833621,0.9696183949708939,0.01851414330303669,0.003582365345209837,0.001747301677823998,0.0015546702925348654
A_Good_Day_to_Die_Hard_reviews,0.20028913599006565,0.4725596335543111,0.009190164489804633,0.20970887599313365,0.06587778248857441,0.04237441688524179
A_Greyhound_of_a_Girl_reviews,0.08955959942250047,0.45684748206986114,0.11990510870964499,0.22851686694775708,0.1019746162831628,0.003196293934403608
A_Separation_reviews,0.0020900371891912073,0.9535540342330933,0.0024533490068279207,0.009665462101111189,0.019878293824149296,0.012358835607301444
A_Serbian_Film_reviews,0.39576147869229317,0.22192836730391718,0.004954979725880548,0.3275612273719162,0.04484093235805631,0.004953025134454947
A_Simple_Favor_reviews,0.09461931746124967,0.5154865028029731,0.044045446382899006,0.20237980318858967,0.120713670909754,0.02275526951680976
Bait_reviews,0.0890978214066026,0.5455539216656752,0.01051381302210663,0.23255829165834163,0.08551897320711728,0.03675718603511181
Baksa_Badal_reviews,0.21119630336761475,0.7531221508979797,0.015687089413404465,0.014097989536821842,0.0022258220706135035,0.0036706551909446716
Battleship_Potemkin_reviews,0.0903138914833438,0.6676141507076946,0.004754720710810612,0.22556837288324127,0.010128521905492315,0.00162033810259097
Below_Her_Mouth_reviews,0.2797849646303803,0.36073323391610757,0.15629090671427548,0.1620870458718855,0.036120709584793076,0.004983127168088686
Benedetta_reviews,0.026134346922238667,0.5318503713028299,0.01626406296984189,0.21774718896227163,0.1966634560117705,0.01134055662744989
Better_Man_reviews,0.12021189330844209,0.522635290492326,0.025818938456359318,0.21125403458718212,0.1171469478867948,0.002932916197460145
Beyond_Skyline_reviews,0.0651055195318934,0.72950016161693,0.004774441892680313,0.09972443835743304,0.09659926540916786,0.004296159151376092
Big_Bad_Wolves_reviews,0.07097224791337234,0.612546969509612,0.01664856934131911,0.1579970934873041,0.13556663434988317,0.006268490169298811
Big_Game_reviews,0.08387174850092076,0.6510168000822887,0.04589069036592264,0.11379092019584884,0.09634519022680858,0.009084668065042933
Blackbird_Blackbird_Blackberry_reviews,0.05014482798703414,0.6086583522680614,0.008724831793058132,0.2246908787679526,0.0334627615167327,0.07431834038912452
Black_Book_reviews,0.09247323441377375,0.5736682734762629,0.10103501332438707,0.12979306684186062,0.08571887913179428,0.01731154976490264
Blood_Tide_reviews,0.004743408288858417,0.7002739907604538,0.07792544703827137,0.21140152364710552,0.0033138266234244737,0.0023418205867831907
Bridget_Jones__Mad_About_the_Boy_reviews,0.07392577494361571,0.5945746749431626,0.07090914187054816,0.16048802421885608,0.059023675413170294,0.04107870554331124
Brimstone_reviews,0.08462631571728707,0.573655517278894,0.024289688877615845,0.2316668282446699,0.06955915260277834,0.01620248561630433
Bring_Them_Down_reviews,0.26279166898166295,0.36601905652787536,0.006101489620050415,0.22770600055810064,0.1329190768810804,0.004462704906472936
Burning_Betrayal_reviews,0.3792796855792403,0.4818050116300583,0.012254753522574902,0.10217492701485753,0.018958030198700727,0.005527635803446174
Bye_Bye_Tiberias_reviews,0.08569129157279219,0.7672234213345551,0.13034489124713997,0.008667717172232057,0.004364652471849695,0.003708007893042772
Cairo_Station_reviews,0.04738065024587111,0.30036584540413547,0.16264559618027236,0.27423790044401986,0.15052413866550735,0.06484587963383931
Calculator_reviews,0.08643030170123497,0.6487367466122479,0.006112506046243336,0.19075926431485088,0.06281796443331784,0.005143210352600917
Caligula_reviews,0.12545187305487857,0.6359313994967927,0.010977364049347885,0.18789338689598747,0.03325662137735087,0.0064893609498326175
Captain_America__Brave_New_World_reviews,0.10985996738115016,0.6231993194422544,0.009434555568132606,0.1706869653382014,0.060296982555883005,0.026522201436543553
Chalet_Girl_reviews,0.0877283195229459,0.7795813893052664,0.03974940618023869,0.06663686094477518,0.02092217734422196,0.005381864742957987
Charlie_Countryman_reviews,0.15515903893538052,0.7518305950798094,0.01702521373226773,0.030890707494108938,0.04212803982954938,0.0029664034154848196
Chasing_the_Wind_reviews,0.003538797376677394,0.06586601585149765,0.06458094716072083,0.8388888239860535,0.020243294537067413,0.006882175337523222
Chernobyl__Abyss_reviews,0.9601064920425415,0.0023977963719516993,0.002119629643857479,0.033077020198106766,0.0010104919783771038,0.0012884902535006404
Chotushkone_reviews,0.09685154208155172,0.7070492449188227,0.009449600770666793,0.08858915991495943,0.059595944335514274,0.03846450482504568
Chungking_Express_reviews,0.13275233571688216,0.5080713594011409,0.044554812781751864,0.164119625287099,0.11679013327394952,0.03371172554152262
Cirkus_Columbia_reviews,0.9762927293777466,0.01538203377276659,0.003951847553253174,0.0021383757703006268,0.0016755876131355762,0.0005594266694970429
City_of_God_reviews,0.02985652686766116,0.6309901070126216,0.00753483430162305,0.3040807193301589,0.024760627516116074,0.0027771829190896824
Cleaners_reviews,0.0022645239951089025,0.9855667054653168,0.004980056895874441,0.004563202150166035,0.0011732129496522248,0.0014524107391480356
Cleaner_reviews,0.029788369513963433,0.8112534135580063,0.009084330416623165,0.13216047924519939,0.0134696726560254,0.00424371824324639
Close_reviews,0.09775635043167442,0.6124193959570091,0.06856943167804275,0.2145228676984386,0.004634314197963769,0.0020976518052131204
Come_and_See_reviews,0.18054078835456705,0.5552352878103892,0.006448225624178751,0.19731034127135688,0.05677162901758073,0.0036937279510311782
